NREGION,NPROVINCE,NDISTRICT,NVILL_SECT,NCOMMUNE,NOM,Name of HF as it appears in the HF-level data base ,remarks,POINT_X,POINT_Y,Statut
CENTRE-EST,BOULGO,GARANGO,TANGARE,GARANGO,CSPS DE TANGARE,DISPENSAIRE TANGARÉ,,-0.547833333,11.85269444,61
CENTRE-EST,BOULGOU,BITOU,OUADA,BANE,CSPS DE OUADA,CSPS OUADA,,-0.356916667,11.50386111,51
CENTRE-EST,BOULGOU,BITOU,OUMNONGHIN,BANE,CSPS OUMNONGHIN,CSPS OUMNONGHIN,,-0.322138889,11.59297222,51
CENTRE-EST,BOULGOU,BITOU,2,BITTOU,CENTRE MEDICAL DE BITTOU,CMA Bittou,,-0.302305556,11.25630556,51
CENTRE-EST,BOULGOU,BITOU,GNANGDIN,BITTOU,CS¿PS DE GNANGDIN,CSPS GNANGDIN,,-0.36175,11.38636111,51
CENTRE-EST,BOULGOU,BITOU,FOTTIGUE,BITTOU,CSPS DE FOTTIGUE,CSPS FOTTIGUÉ,,-0.116638889,11.14630556,51
CENTRE-EST,BOULGOU,BITOU,MOGANDE,BITTOU,CSPS DE MOGANDE,CSPS MOGANDÉ,,-0.188305556,11.18005556,51
CENTRE-EST,BOULGOU,BITOU,MOGOMNORE,BITTOU,CSPS DE MOGOMNORE,CSPS MOGOMNORÉ,,-0.287666667,11.12841667,51
CENTRE-EST,BOULGOU,BITOU,SAWENGA,BITTOU,CSPS DE SAWENGA,CSPS SAWENGA,,-0.057194444,11.34144444,51
CENTRE-EST,BOULGOU,GARANGO,FINGLA,BEGUEDO,CSPS FINGLA,CSPS FINGLA,,-0.755805556,11.81669444,61
CENTRE-EST,BOULGOU,GARANGO,BOUSSOUMA,BOUSSOUMA,CSPS DE BOUSSOUMA,CSPS BOUSSOUMA,,-1.084305556,12.90905556,4
CENTRE-EST,BOULGOU,GARANGO,DANGO,BOUSSOUMA,CSPS DE DANGO,CSPS DANGO,,-0.703611111,11.69863889,51
CENTRE-EST,BOULGOU,GARANGO,DIERMA,BOUSSOUMA,CSPS DE DIERMA,CSPS DIERMA,,-0.733111111,11.72522222,51
CENTRE-EST,BOULGOU,GARANGO,LENGA,BOUSSOUMA,CSPS DE LENGHA,CSPS LENGHA,,-0.721277778,11.63433333,51
CENTRE-EST,BOULGOU,GARANGO,SECTEUR 7,GARANGO,CENTRE MEDICAL DE GARANGO,CMA GARANGO,,-0.552666667,11.80072222,3
CENTRE-EST,BOULGOU,GARANGO,LERGHO,GARANGO,CSPS DE LERGHO,CSPS LERGHO,,-0.563222222,11.70616667,51
CENTRE-EST,BOULGOU,GARANGO,MAGOUROU,GARANGO,CSPS DE MAGOUROU,CSPS MAGOUROU,,-0.535861111,11.79008333,51
CENTRE-EST,BOULGOU,GARANGO,OUAREGOU,GARANGO,CSPS DE OUAREGOU,CSPS OUARÉGOU,,-0.707333333,11.80686111,51
CENTRE-EST,BOULGOU,GARANGO,SANOGHO,GARANGO,CSPS DE SANOGHO,CSPS SANOGHO,,-0.560583333,11.73363889,51
CENTRE-EST,BOULGOU,GARANGO,TORLA,GARANGO,CSPS DE TORLA,CSPS TORLA,,-0.635361111,11.7965,51
CENTRE-EST,BOULGOU,GARANGO,ZIGLA POLACE,GARANGO,CSPS DE ZIGLA POLACE,CSPS ZIGLA POLACÉ,,-0.6135,11.71502778,51
CENTRE-EST,BOULGOU,GARANGO,GOULANGA,KOMTOEGA,CSPS DE GOULANDA,DISPENSAIRE GOULANDA,,-0.729,11.83108333,61
CENTRE-EST,BOULGOU,GARANGO,KOMTOEGA,KOMTOEGA,CSPS DE KOMTOAGA,CSPS KOMTOÈGA,,-0.651527778,11.84847222,51
CENTRE-EST,BOULGOU,GARANGO,SAMSOGBO,KOMTOEGA,CSPS DE SAMSAGBO,CSPS SAMSAGBO,,-0.763138889,11.87013889,51
CENTRE-EST,BOULGOU,GARANGO,TOECE,KOMTOEGA,CSPS DE TOECE,DISPENSAIRE TOÉCÉ,,-1.265416667,11.82802778,51
CENTRE-EST,BOULGOU,GARANGO,NIAOGHO,NIAOGHO,CSPS DE NAOGHO,CSPS NIAOGHO,CSPS NIAOGHO 2,-0.765111111,11.76538889,51
CENTRE-EST,BOULGOU,KOUPELA,ZEDOGHIN,TENSOBTENGA,CSPS DE ZEDOGHIN,,missing?,-0.188,11.94380556,51
CENTRE-EST,BOULGOU,TENKODOGO,BAGRE PERIMETRE,BAGRE,CSPS DE BAGRE PERIMETRE,CSPS BAGRÉ PÉRIMÈTRE,,-0.523472222,11.48877778,51
CENTRE-EST,BOULGOU,TENKODOGO,BEGA 2,BAGRE,CSPS DE BAGRE V11 RIVE GAUCHE,CSPS BAGRÉ V11,,-0.458555556,11.43977778,51
CENTRE-EST,BOULGOU,TENKODOGO,ZABO,BAGRE,CSPS DE ZABO,DISPENSAIRE  ZABO,,-0.458194444,11.63361111,51
CENTRE-EST,BOULGOU,TENKODOGO,KOABGATENGA,BANE,CSPS DE BANE,CSPS BANÉ,,-0.331888889,11.57552778,51
CENTRE-EST,BOULGOU,TENKODOGO,BISSIGA,BISSIGA,CSPS DE BISSIGA,CSPS BISSIGA,,-1.205805556,12.70088889,51
CENTRE-EST,BOULGOU,TENKODOGO,CELLA,TENKODOGO,CSPS DE CELLA,CSPS CELLA,,-0.377305556,11.62041667,51
CENTRE-EST,BOULGOU,TENKODOGO,GUINGALE,TENKODOGO,CSPS DE GUINGALE,DISPENSAIRE GUINGALÉ,,-0.445388889,11.52680556,51
CENTRE-EST,BOULGOU,TENKODOGO,KAMPOAGA,TENKODOGO,CSPS DE KAMPOAGA,DISPENSAIRE KAMPOAGA,,-0.257583333,11.74702778,51
CENTRE-EST,BOULGOU,TENKODOGO,LOANGA,TENKODOGO,CSPS DE LOANGA,CSPS LOANGA,,-0.412638889,11.73977778,51
CENTRE-EST,BOULGOU,TENKODOGO,LOANGA CELLA,TENKODOGO,CSPS DE LOANGA CELLA,CSPS LOANGA-CELLA,,-0.433361111,11.70169444,51
CENTRE-EST,BOULGOU,TENKODOGO,LOUKOU,TENKODOGO,CSPS DE LOUKOU,CSPS LOUKOU,,-0.165333333,11.85372222,51
CENTRE-EST,BOULGOU,TENKODOGO,MOAGA,TENKODOGO,CSPS DE MOAGA,CSPS MOAGA,,-0.198333333,11.72586111,51
CENTRE-EST,BOULGOU,TENKODOGO,OUEGUEDO,TENKODOGO,CSPS DE OUEGUEDO,CSPS OUÉGUÉDO,,-0.417638889,11.82972222,51
CENTRE-EST,BOULGOU,TENKODOGO,OUNZEOGO,TENKODOGO,CSPS DE OUNZEOGO,CSPS OUNZÉOGO,,-0.502333333,11.67675,51
CENTRE-EST,BOULGOU,TENKODOGO,SABTENGA,TENKODOGO,CSPS DE SABTENGA,CSPS SABTENGA,,-0.514944444,11.83602778,51
CENTRE-EST,BOULGOU,TENKODOGO,SASSEMA,TENKODOGO,CSPS DE SASSEMA,CSPS SASSEMA,,-0.440555556,11.72469444,51
CENTRE-EST,BOULGOU,TENKODOGO,SECTEUR 5,TENKODOGO,CSPS DE TENKODOGO,CMU TENKODOGO,,-0.363555556,11.78716667,4
CENTRE-EST,BOULGOU,TENKODOGO,WAMNE,TENKODOGO,CSPS DE WAMNE,CSPS WAMNE,,-0.482722222,11.78066667,51
CENTRE-EST,BOULGOU,TENKODOGO,BAGRE VILLAGE,TENKODOGO,CSPS DEBAGRE VILLAGE,CSPS BAGRÉ VILLAGE,,-0.466861111,11.54877778,51
CENTRE-EST,BOULGOU,TENKODOGO,2,TENKODOGO,CSPS URBAIN I,CSPS URBAIN I,,-0.381611111,11.77638889,51
CENTRE-EST,BOULGOU,ZABRE,BAGRE V2,BAGRE,CSPS DE BAGRE V2,CSPS BAGRÉ V2,,-0.540861111,11.44480556,51
CENTRE-EST,BOULGOU,ZABRE,N_1,ZABRE,CMA DE ZABRE,CMA ZABRÉ,,-0.63125,11.18186111,3
CENTRE-EST,BOULGOU,ZABRE,BEKA,ZABRE,CSPS DE BEKA,CSPS BÉKA,,-0.570916667,11.19555556,51
CENTRE-EST,BOULGOU,ZABRE,BISSAYA,ZABRE,CSPS DE BISSAYA,CSPS BISSAYA,,-0.581833333,11.29183333,51
CENTRE-EST,BOULGOU,ZABRE,GUIRMOGO,ZABRE,CSPS DE GUIRMOGO,CSPS GUIRMOGO,,-0.556305556,11.36919444,51
CENTRE-EST,BOULGOU,ZABRE,SAMPEMA,ZABRE,CSPS DE SAMPEMA,CSPS SAMPÉMA,,-0.563,11.29872222,51
CENTRE-EST,BOULGOU,ZABRE,WANGALA,ZABRE,CSPS DE WANGALA,CSPS WANGALA,,-0.685638889,11.28627778,51
CENTRE-EST,BOULGOU,ZABRE,YOUGA,ZABRE,CSPS DE YOUGA,CSPS YOUGA,,-0.454055556,11.06527778,51
CENTRE-EST,BOULGOU,ZABRE,YOUNGOU,ZABRE,CSPS DE YOUNGOU,CSPS YOUNGOU,,-0.55875,11.10927778,51
CENTRE-EST,BOULGOU,ZABRE,ZOURMA,ZABRE,CSPS DE ZOURMA,CSPS ZOURMA,,-0.620916667,11.22463889,51
CENTRE-EST,BOULGOU,ZABRE,N_1,ZABRE,CSPS NICHEE DE  ZABRE,CSPS NICHÉ DE ZABRÉ,,-0.63125,11.18186111,51
CENTRE-EST,BOULGOU,ZABRE,MONG-NABA,ZOAGA,CSPS DE MONG-NABA,CSPS MONGNABA,,-0.538444444,11.02733333,51
CENTRE-EST,BOULGOU,ZABRE,ZOAGA,ZOAGA,CSPS DE ZOAGA,CSPS ZOAGA,,-0.597138889,11.06333333,51
CENTRE-EST,BOULGOU,ZABRE,BAGRE V7,ZONSE,CSPS DE BAGRE V7,CSPS BAGRÉ V7,,-0.545833333,11.41680556,51
CENTRE-EST,BOULGOU,ZABRE,DIARRA BETONGO,ZONSE,CSPS DE DIARRA BETONGO,CSPS DIARRA BÉTONGO,,-0.582194444,11.35691667,51
CENTRE-EST,BOULGOU,ZABRE,ZONSE,ZONSE,CSPS DE ZONSE,CSPS ZONSÉ,,-0.631444444,11.35297222,51
CENTRE-EST,KOULPELGO,OUARGAYE,TOUNOUGOU TONE,KOULPELGO,CSPS DE T TONE,CSPS TOUNOUNGOU TONÉ,,0.053,11.2125,51
CENTRE-EST,KOULPELGO,OUARGAYE,YARGATENGA,KOULPELGO,CSPS DE YARGATENGA,CSPS YARGATENGA,,0.01,11.21294444,51
CENTRE-EST,KOULPELGO,OUARGAYE,CINKANSE,YARGATENGA,CSPS DE CINKANSE,CSPS CINKANSE,,0.005916667,11.12458333,51
CENTRE-EST,KOULPELGO,OUARGAYE,VAONGHO,YARGATENGA,CSPS DE VAONGHO,CSPS VAONGHO,,-0.083805556,11.17580556,51
CENTRE-EST,KOULPELGO,OUARGAYE,YONDE,YONDE,CSPS DE YONDE,CSPS YONDÉ,,0.136888889,11.50422222,51
CENTRE-EST,KOULPELOGO,OUARGAYE,COMIN YANGA,COMIN-YANGA,CSPS DE COMIN YANGA,CSPS YOURGA,,0.137722222,11.70988889,51
CENTRE-EST,KOULPELOGO,OUARGAYE,KIOUGOU-KANDAGA,COMIN-YANGA,CSPS DE KIOUGOU KANDAGA,CSPS KIUGOU KANDAGA,,0.07083,11.79652778,51
CENTRE-EST,KOULPELOGO,OUARGAYE,KOHOGO,COMIN-YANGA,CSPS DE KOHOGO,CSPS KOHOGO,,0.067861111,11.70622222,51
CENTRE-EST,KOULPELOGO,OUARGAYE,DOURTENGA,DOURTENGA,CSPS DE DOURTENGA,CSPS DOURTENGA,,-0.015694444,11.59438889,51
CENTRE-EST,KOULPELOGO,OUARGAYE,LALGAYE,LALGAYE,CSPS DE LALGAYE,CSPS LALGAYE,,-0.065555556,11.61891667,51
CENTRE-EST,KOULPELOGO,OUARGAYE,TENSOBTENGA,LALGAYE,CSPS DE TENSOBTENGA,CSPS TENGSOBTENGA,,-0.012944444,11.68125,51
CENTRE-EST,KOULPELOGO,OUARGAYE,YALGO,LALGAYE,CSPS DE YALGO,CSPS YALGO ,,-0.262472222,13.58891667,51
CENTRE-EST,KOULPELOGO,OUARGAYE,SECTEUR 01,OUARGAYE,CMA DE OUARGAYE,CMA OUARGAYE,,0.056,11.50497222,3
CENTRE-EST,KOULPELOGO,OUARGAYE,BITTIN,OUARGAYE,CSPS BITTIN,CSPS BITTIN,,-0.005027778,11.50311111,51
CENTRE-EST,KOULPELOGO,OUARGAYE,MENE,OUARGAYE,CSPS DE MENE,CSPS MÉNÉ,,-2.322694444,13.85852778,51
CENTRE-EST,KOULPELOGO,OUARGAYE,KONGLORE,OUARGAYE,CSPS KONGLORE,CSPS KONGLORE,,0.062,11.39080556,51
CENTRE-EST,KOULPELOGO,OUARGAYE,3,OUARGAYE,CSPS URBAIN DE OUARGAYE,CMA OUARGAYE,,0.067,11.50183333,51
CENTRE-EST,KOULPELOGO,OUARGAYE,SANGA,SANGA,CSPS DE SANGA,CSPS SANGA,,-2.010555556,11.09847222,51
CENTRE-EST,KOULPELOGO,OUARGAYE,YOURGA,SANGA,CSPS DE YOURGA,CSPS YOURGA,,0.121416667,11.28727778,51
CENTRE-EST,KOULPELOGO,OUARGAYE,KAONGHO,SANGHA,CSPS DE KAONGHO,CSPS KAONGHO,,0.229138889,11.08797222,51
CENTRE-EST,KOULPELOGO,OUARGAYE,BOUDANGOU,SOUDOUGUI,CSPS DE BOUDANGOU,CSPS BOUDANGOU,,0.386388889,11.46755556,51
CENTRE-EST,KOULPELOGO,OUARGAYE,SOUDOUGUI,SOUDOUGUI,CSPS DE SOUDOUGUI,CSPS SOUDOUGUI,,0.322861111,11.20311111,51
CENTRE-EST,KOULPELOGO,OUARGAYE,ZOAGA,YARGATENGA,CSPS ZOAGA,CSPS ZOAGA,,-0.041277778,11.31875,51
CENTRE-EST,KOULPELOGO,OUARGAYE,BOUSGOU,YONDE,CSPS DE BOUSGOU,CSPS BOUSGOU,,0.106361111,11.56622222,51
CENTRE-EST,KOULPELOGO,OUARGAYE,KAMSEOGO,YONDE,CSPS KAM SEOGO,CSPS KAMSEOGO,,0.203722222,11.35672222,51
CENTRE-EST,KOURITENGA,KOUPELA,BASKOURE,BASKOURE,CSPS BASKOURE,CSPS BASKOURÉ,,-0.322638889,12.1825,51
CENTRE-EST,KOURITENGA,KOUPELA,NAKABA,BASKOURE,CSPS DE NAKABA,CSPS NAKABA,,-0.15575,12.20286111,51
CENTRE-EST,KOURITENGA,KOUPELA,DAGAMTENGA,DIALGAYE,CSPS DE DAGANTENGA,CSPS DAGAMTENGA,,-0.42425,11.92466667,51
CENTRE-EST,KOURITENGA,KOUPELA,DASSOURI,DIALGAYE,CSPS DE DASSOURI,CSPS DASSOUI,,-0.462027778,11.9445,51
CENTRE-EST,KOURITENGA,KOUPELA,DIALGAYE,DIALGAYE,CSPS DE DIALGAYE,CSPS DIALGAYE,,-0.387833333,11.95438889,51
CENTRE-EST,KOURITENGA,KOUPELA,GOUGHIN,GOUGHIN,CSPS DE GOUGHIN,CSPS GOUNGHIN,,-0.071055556,12.13844444,51
CENTRE-EST,KOURITENGA,KOUPELA,OUEDGO BOKIN,GOUGHIN,CSPS DE OUEDGO BOKIN,MATERNITÉ OUÉDOGO-BOKIN,,-0.176194444,12.01397222,61
CENTRE-EST,KOURITENGA,KOUPELA,NIOUGUIN,GOUGHIN,CSPS NIOUGHIN,CSPS NIOUGHIN,,-0.149694444,12.27455556,51
CENTRE-EST,KOURITENGA,KOUPELA,SAMPAONGO,GOUGHIN,CSPS SAMPAONGO,CSPS SAMPONGHO,,-0.119416667,12.23280556,51
CENTRE-EST,KOURITENGA,KOUPELA,DIMISTENGA,GOUNGHIN,CSPS DE DIMISTENGA,CSPS DIMISTENGA,,-0.15925,12.11411111,51
CENTRE-EST,KOURITENGA,KOUPELA,LEZOGTENGA,GOUNGHIN,CSPS DE LEZOGTENGA,CSPS LESOGTENGA,,-0.155555556,12.05430556,51
CENTRE-EST,KOURITENGA,KOUPELA,2,KOUPELA,CMA DE KOUPELA,CMA KOUPÉLA,,-0.357805556,12.18325,3
CENTRE-EST,KOURITENGA,KOUPELA,BAADTENGA,KOUPELA,CSPS DE BAADTENGA,CSPS BAADTENGA,,-0.322638889,12.15194444,51
CENTRE-EST,KOURITENGA,KOUPELA,KABEGA,KOUPELA,CSPS DE KABEGA,CSPS KABÉGA,,-0.136638889,12.16716667,51
CENTRE-EST,KOURITENGA,KOUPELA,NAKALBO,KOUPELA,CSPS DE NAKALBO,CSPS NAKALBO,,-0.346944444,12.15391667,51
CENTRE-EST,KOURITENGA,KOUPELA,NOHOUNGO,KOUPELA,CSPS DE NOHOUNGO,CSPS NOHOUNGO,,-0.4083333,12.1422,51
CENTRE-EST,KOURITENGA,KOUPELA,LIGUIDIMALGUEN,KOUPELA,CSPS LIGDI MALGUEN,CSPS LIGDI-MALGUEM,,-0.368833333,12.07627778,51
CENTRE-EST,KOURITENGA,KOUPELA,5,KOUPELA,CSPS URBAIN,CSPS KOUPÉLA,,-4.905416667,10.98375,51
CENTRE-EST,KOURITENGA,KOUPELA,TENSOBTENGA,TENSOBTENGA,CSPS DE TENSOBTENGA,CSPS TENSOBENTENGA,,-0.012944444,11.68125,51
CENTRE-EST,KOURITENGA,KOUPELA,YARGO,YARGO,CSPS DE YARGO,CSPS YARGO,,-0.2665,12.07225,51
CENTRE-EST,KOURITENGA,POUYTENGA,VILLAGE D'ANDEMTENGA,ANDEMTENGA,CSPS D'ANDEMTENGA,CSPS ANDEMTENGA,,-0.317138889,12.33122222,51
CENTRE-EST,KOURITENGA,POUYTENGA,BOTTO,ANDEMTENGA,CSPS DE BOTTO,CSPS BOTTO,,-0.363916667,12.31563889,51
CENTRE-EST,KOURITENGA,POUYTENGA,DOUNDOUDOUGOU,ANDEMTENGA,CSPS DE DOUNDOUGOU,CSPS DOUNDOUDOUGOU,,-0.356583333,12.37077778,51
CENTRE-EST,KOURITENGA,POUYTENGA,VILLAGE TOBAGHIN,ANDEMTENGA,CSPS DE TOBAGHIN,CSPS TOBAGHIN,,-0.284916667,12.37061111,51
CENTRE-EST,KOURITENGA,POUYTENGA,KANDO,DE KANDO,CSPS DE KANDO,CSPS KANDO,,-0.496416667,12.34333333,51
CENTRE-EST,KOURITENGA,POUYTENGA,DE KODEMENDE,DE KANDO,CSPS DE KODEMENDE,CSPS KODÉMENDÉ,,-0.59575,12.49666667,51
CENTRE-EST,KOURITENGA,POUYTENGA,PISSY,KANDO,CSPS DE PISSY,CMA PISSY,,-1.488694444,12.07619444,51
CENTRE-EST,KOURITENGA,POUYTENGA,SECTEUR 4,POUYTENGA,CM DE POUYTENGA,CMA POUYTENGA,,-0.429083333,12.25491667,4
CENTRE-EST,KOURITENGA,POUYTENGA,SECTEUR 5 BALKIOU,POUYTENGA,CSPS DE BALKIOU,CSPS BALKIOU,,-0.445388889,12.23816667,51
CENTRE-EST,KOURITENGA,POUYTENGA,VILLAGE DE BELMIN,POUYTENGA,CSPS DE BELMIN,CSPS BELMÉ,,-0.417083333,12.16272222,51
CENTRE-EST,KOURITENGA,POUYTENGA,KALWARTENGA,POUYTENGA,CSPS DE KALWARTENGA,CSPS KALWARTENGA,,-0.443583333,12.349,51
CENTRE-EST,KOURITENGA,POUYTENGA,OUENGA,POUYTENGA,CSPS DE OUENGA,CSPS OUENGA,,-0.318055556,12.48477778,51
CENTRE-EST,KOURITENGA,POUYTENGA,SONGRETENGA,POUYTENGA,CSPS DE SONGRETENGA,CSPS SONGRÉTENGA,,-0.283305556,12.22166667,51
CENTRE-EST,KOURITENGA,POUYTENGA,TAMBOOGO,POUYTENGA,CSPS DE TAMBOOGO,CSPS TAMBOGO,,-0.394833333,12.31697222,51
CENTRE-EST,KOURWEOGO,OUARGAYE,NABANGOU,SOUDOUGUI,CSPS DE NABANGOU,CSPS NABANGOU,,0.491888889,11.22205556,51
CENTRE-EST,,GARANGO,BEGUEDO,BEGUEDO,CSPS DE BEGUEDO,CM BÉGUÉDO,,-0.734972222,11.77855556,4
CENTRE-EST,,GARANGO,ZIGLA KOULPELE,GARANGO,CSPS DE ZIGLA KOULPELE,CSPS ZIGLA KOULPÉLÉ,,-0.600138889,11.77719444,51
CENTRE-NORD,BA%,KONGOUSSI,KORA,KONGOUSSI,CSPS DE KORA,CSPS KORA,,-1.54125,13.37697222,51
CENTRE-NORD,BAM,KONGOUSSI,BOURZANGA,BOURZANGA,CPS DE BOURZANGA,CM BOURZANGA,,-1.553722222,13.67783333,41
CENTRE-NORD,BAM,KONGOUSSI,NAFO,BOURZANGA,CSPS DE NAFO,CSPS NAFO,,-1.402444444,13.69844444,51
CENTRE-NORD,BAM,KONGOUSSI,NAMSIGUIA,BOURZANGA,CSPS DE NAMSIGUIA,CSPS NAMSIGUIA,,-1.607222222,13.8295,51
CENTRE-NORD,BAM,KONGOUSSI,GUIBARE SECT N_ 2,GUIBARE,CSPS DE GUIBARE,CSPS GUIBARÉ,,-1.610111111,13.09497222,51
CENTRE-NORD,BAM,KONGOUSSI,KOUNDOULA,GUIBARE,CSPS DE KOUNDOULA,CSPS KOUNDOULA,,-1.681444444,13.10216667,51
CENTRE-NORD,BAM,KONGOUSSI,NIANGWELA,GUIBARE,CSPS NIANGWELA,CSPS NIANGWELA,,-1.654027778,13.14072222,51
CENTRE-NORD,BAM,KONGOUSSI,YILOU,GUIBARE,CSPS YILOU,CSPS YILOU,,-1.5455,13.02097222,51
CENTRE-NORD,BAM,KONGOUSSI,KONGOUSSI,KONGOUSSI,CMA DE KONGOUSSI,CMA KONGOUSSI,,-1.529777778,13.32916667,3
CENTRE-NORD,BAM,KONGOUSSI,6,KONGOUSSI,CSPS DE BAM,CSPS BAM VILLAGE,,-1.511638889,13.31063889,51
CENTRE-NORD,BAM,KONGOUSSI,BOALIN,KONGOUSSI,CSPS DE BOALIN,CSPS BOALIN,,-1.572861111,13.30638889,51
CENTRE-NORD,BAM,KONGOUSSI,KIELLA,KONGOUSSI,CSPS DE KIELLA,CSPS KIELLA,,-1.616583333,13.54636111,51
CENTRE-NORD,BAM,KONGOUSSI,LOAGA,KONGOUSSI,CSPS DE LOAGA,CSPS LOAGA,,-2.070694444,12.23044444,51
CENTRE-NORD,BAM,KONGOUSSI,LOURGOU,KONGOUSSI,CSPS DE LOURGOU,CSPS LOURGOU,,-1.683055556,13.40625,51
CENTRE-NORD,BAM,KONGOUSSI,TEMNAORE,KONGOUSSI,CSPS DE TEMNAORE,CSPS TEMNAORÉ (DS KONGOUSSI),,-1.735472222,13.43358333,51
CENTRE-NORD,BAM,KONGOUSSI,SECTEUR N_5,KONGOUSSI,CSPS DU SECTEUR N_5,CSPS SECTEUR 5,,-1.530861111,13.30241667,51
CENTRE-NORD,BAM,KONGOUSSI,NASSERE,NASSERE,CSPS DE NASSERE,CSPS NASSÉRÉ,,-1.358805556,13.32275,51
CENTRE-NORD,BAM,KONGOUSSI,KANGARE,ROLLO,CSPS DE KANGARE,CSPS KANGARÉ,,-1.859944444,13.597,51
CENTRE-NORD,BAM,KONGOUSSI,ROLLO,ROLLO,CSPS DE ROLLO,CSPS ROLLO,,-1.710777778,13.59852778,51
CENTRE-NORD,BAM,KONGOUSSI,SECTEUR N_1,ROUKO,CSPS DE ROUKO,CSPS ROUKO,,-1.629,13.21294444,51
CENTRE-NORD,BAM,KONGOUSSI,DEPARTEMENT DE SABCE,SABCE,CSPS DE SABCE,CSPS SABCÉ,,-1.525888889,13.19763889,51
CENTRE-NORD,BAM,KONGOUSSI,TIKARE,TIKARE,CENTRE MEDICAL DE TIKARE,CM TIKARÉ,,-1.72225,13.28533333,41
CENTRE-NORD,BAM,KONGOUSSI,MANEGTABA,TIKARE,CSPS  DE MANEGTABA,CSPS MANEGTABA,,-1.823861111,13.35683333,51
CENTRE-NORD,BAM,KONGOUSSI,BARIBSI,TIKARE,CSPS DE BERRIBSI,CSPS BARIBCI,,-1.711916667,13.33166667,51
CENTRE-NORD,BAM,KONGOUSSI,HORE,TIKARE,CSPS DE HORE,CSPS HORÉ,,-1.674,13.27713889,51
CENTRE-NORD,BAM,KONGOUSSI,VATO,TIKARE,CSPS DE VATO,CSPS VATO,,-1.836305556,13.44444444,51
CENTRE-NORD,BAM,KONGOUSSI,KARGO,ZIMTANGA,CSPS DE KARGO,CSPS KARGHO,,-1.508638889,13.49244444,51
CENTRE-NORD,BAM,KONGOUSSI,MOMENE,ZIMTANGA,CSPS DE MOMENE,CSPS MOMÉNÉ,,-1.560916667,13.57111111,51
CENTRE-NORD,BAM,KONGOUSSI,ZIMTANGA,ZIMTANGA,CSPS DE ZIMTANGA,CSPS ZIMTANGA,,-1.519166667,13.44169444,51
CENTRE-NORD,NAMENTENGA,BOULSA,BOALA,BOALA,CSPS DE BOALA,CSPS BOALA,,-1.466638889,11.37811111,51
CENTRE-NORD,NAMENTENGA,BOULSA,ZAONGO,BOALA,CSPS DE ZAONGO,CSPS ZAONGO,,-0.585694444,12.91538889,51
CENTRE-NORD,NAMENTENGA,BOULSA,SECT 5,BOULSA,CMA DE BOULSA,CMA BOULSA,,-0.574861111,12.66325,3
CENTRE-NORD,NAMENTENGA,BOULSA,BELGA,BOULSA,CSPS DE BELGA,CSPS BELGA,,-0.48925,12.87763889,51
CENTRE-NORD,NAMENTENGA,BOULSA,KONKORA YARCE,BOULSA,CSPS DE KONKORA YARCE,CSPS KONKORA YARCÉ,,-0.58425,12.546,51
CENTRE-NORD,NAMENTENGA,BOULSA,MOKIN YARCE,BOULSA,CSPS DE MOKIN YARCE,CSPS MOKIN YARCÉ,,-0.409805556,12.60216667,51
CENTRE-NORD,namentenga,BOULSA,nienga,BOULSA,CSPS DE NIANGA,CSPS NIANGWELA,,-0.502861111,12.52316667,51
CENTRE-NORD,NAMENTENGA,BOULSA,PELGA,BOULSA,CSPS DE PELGA,CSPS PELGA,,-0.609083333,13.39188889,51
CENTRE-NORD,NAMENTENGA,BOULSA,ZAABGA,BOULSA,DISPENSAIRE DE ZAABGA,CSPS ZAABGA,,-0.530305556,12.85438889,51
CENTRE-NORD,NAMENTENGA,BOULSA,BARGA,BOUROUM-BOUROUM,CSPS DE BARGA,CSPS BARGA,,-2.267888889,13.79855556,51
CENTRE-NORD,NAMENTENGA,BOULSA,BELLOGO,BOUROUM-BOUROUM,CSPS DE BELLOGO,CSPS BELLOGO,,-0.566277778,13.77005556,51
CENTRE-NORD,NAMENTENGA,BOULSA,SECTEUR N_1,BOUROUM-BOUROUM,CSPS DE BOUROUM,CSPS BOUROUM,,-0.649083333,13.61063889,51
CENTRE-NORD,NAMENTENGA,BOULSA,DAMKARKO 2,BOUROUM-BOUROUM,CSPS DE DAMKARKO 2,CSPS DAMKARKO II,,-0.645833,13.5961,51
CENTRE-NORD,NAMENTENGA,BOULSA,KOULWOKO,BOUROUN,CSPS DE KOULWOKO,CSPS KOULWOKO,,-0.703,13.48416667,51
CENTRE-NORD,NAMENTENGA,BOULSA,DARGO,DARGO,CSPS DE DARGO,CSPS DARGO,,-0.285583333,12.71283333,51
CENTRE-NORD,NAMENTENGA,BOULSA,KOGSABLOGO,DARGO,CSPS DE KOGSABLOGO,CSPS KOGSABLOGO,,-0.2805,12.83822222,51
CENTRE-NORD,NAMENTENGA,BOULSA,LILLOUGOU,DARGO,CSPS DE LILLOUGOU,CSPS LILLOUGOU,,-0.367805556,12.85266667,51
CENTRE-NORD,NAMENTENGA,BOULSA,YAONGO,DARGO,CSPS DE YAONGO,CSPS YAONGO,,-0.268277778,12.62675,51
CENTRE-NORD,NAMENTENGA,BOULSA,NAGBINGOU,NAGBINGOU,NAGBINGOU,CSPS NAGBINGOU,,-0.468527778,13.55191667,51
